식품명,식품대분류명,에너지(kcal),단백질(g),당류(g),포화지방산(g),나트륨(mg),식이섬유(g),score_energy,score_sugar,score_satfat,score_sodium,food_group_score,kfni_total_score,kfni_grade
케이크_패밀리생크림 케이크 4호A,빵 및 과자류,275,4.36,19.34,7.98,108.0,,2,3,3,0,5,13,D
케이크_진한우유생크림 케이크 1호,빵 및 과자류,250,3.08,16.4,8.88,78.0,,2,3,3,0,5,13,D
케이크_파티생크림 케이크 5호B,빵 및 과자류,260,4.17,16.69,9.08,100.0,,2,3,3,0,5,13,D
케이크_파티생크림 케이크 5호A,빵 및 과자류,261,3.82,17.63,8.35,92.0,,2,3,3,0,5,13,D
케이크_페스티벌생크림 케이크 6호B,빵 및 과자류,263,4.0,16.35,8.66,98.0,,2,3,3,0,5,13,D
케이크_상큼한 블루베리쉬폰,빵 및 과자류,280,3.0,15.0,11.0,110.0,,2,3,3,0,5,13,D
피자_페페로니 피자 석쇠 (G),빵 및 과자류,292,16.24,1.71,5.98,442.0,,3,0,2,2,5,12,D
피자_포테이토 피자 크림치즈 (L),빵 및 과자류,237,9.91,4.77,4.95,372.0,,2,1,2,2,5,12,D
케이크_초코반 딸기반,빵 및 과자류,290,4.0,12.0,6.0,85.0,,3,2,2,0,5,12,D
케이크_생딸기 레어치즈 타르트 (조각),빵 및 과자류,275,4.17,15.0,9.17,150.0,,2,3,3,0,5,13,D
피자_포테이토 피자 오리진 (L),빵 및 과자류,238,12.54,3.77,1.89,397.0,,2,1,1,2,5,11,D
케이크_우유가득생크림 케이크 1호,빵 및 과자류,250,3.0,13.0,8.0,80.0,,2,3,3,0,5,13,D
피자_풀드포크바베큐 피자 (L),빵 및 과자류,260,12.62,4.85,4.85,607.0,,2,1,2,3,5,13,D
케이크_우리쌀베리무스 케이크,빵 및 과자류,256,4.19,16.78,10.09,90.0,,2,3,3,0,5,13,D
케이크_화이트포레스트생크림 케이크,빵 및 과자류,280,3.61,22.76,11.3,83.0,,2,3,3,0,5,13,D
케이크_딸기와우유 생크림 2호,빵 및 과자류,278,4.46,18.66,9.19,97.0,,2,3,3,0,5,13,D
케이크_우유퐁당생크림 케이크 1호,빵 및 과자류,270,4.0,13.0,9.0,85.0,,2,3,3,0,5,13,D
케이크_우유퐁당생크림 케이크 2호,빵 및 과자류,275,4.0,14.0,8.0,95.0,,2,3,3,0,5,13,D
케이크_흑임자 크림 케이크,빵 및 과자류,385,5.0,26.0,7.0,100.0,,3,3,2,0,5,13,D
케이크_기분이 초코 생크림,빵 및 과자류,328,4.44,13.33,5.22,94.0,,3,3,2,0,5,13,D
케이크_꿀고구마 생크림 케이크,빵 및 과자류,235,3.0,7.0,9.0,95.0,,2,1,3,0,5,11,D
피자_포테이토 피자 (L),빵 및 과자류,243,12.28,7.67,3.66,424.0,,2,2,1,2,5,12,D
케이크_딸기 블라썸 케이크,빵 및 과자류,280,3.0,11.0,7.0,75.0,,2,2,2,0,5,11,D
토스트_카라멜버터토스트,빵 및 과자류,332,6.84,6.84,11.05,226.0,,3,1,3,1,5,13,D
크로켓(고로케)_오븐에구운 고로케,빵 및 과자류,263,5.7,5.8,5.9,336.0,,2,1,2,2,5,12,D
크로켓(고로케)_화끈한 마라고로케,빵 및 과자류,310,7.0,7.0,3.0,700.0,,3,1,1,3,5,13,D
케이크_요거생크림 케이크 2호,빵 및 과자류,199,2.93,16.12,6.76,63.0,,1,3,2,0,5,11,D
크림빵_골든크림메론빵,빵 및 과자류,320,5.0,16.0,3.6,240.0,,3,3,1,1,5,13,D
소고기 완자전,전·적 및 부침류,314,14.1,0.19,7.12,483.0,1.4,3,0,2,3,3,11,D
피자_포테이토 피자 치즈캡 (R),빵 및 과자류,244,12.28,2.34,4.09,464.0,,2,0,2,3,5,12,D
케이크_초코무스케이크,빵 및 과자류,348,6.78,11.22,3.91,294.0,,3,2,2,1,5,13,D
크로와상_AOP버터 프렌치 크루아상,빵 및 과자류,354,6.15,3.08,12.31,298.0,,3,0,3,1,5,12,D
런천미트구이,구이류,308,21.6,1.45,5.58,1087.0,0.0,3,0,2,3,3,11,D
케이크_우리쌀 막걸리로 만든 강낭콩참쑥빵,빵 및 과자류,211,4.85,13.33,0.0,370.0,,1,3,0,2,5,11,D
피자_포테이토 피자 골드 (R),빵 및 과자류,234,10.17,5.08,4.52,368.0,,2,1,2,2,5,12,D
케이크_요거하트 케이크,빵 및 과자류,250,3.78,20.96,7.86,83.0,,2,3,3,0,5,13,D
케이크_흑임자바스크치즈 케이크,빵 및 과자류,344,6.0,7.5,3.0,179.0,,3,2,1,0,5,11,D
케이크_마스카포네 티라미수,빵 및 과자류,270,4.0,14.0,12.0,65.0,,2,3,3,0,5,13,D
케이크_보랏빛 블루베리 쉬폰,빵 및 과자류,265,3.0,16.0,8.0,100.0,,2,3,3,0,5,13,D
케이크_생딸기 프레지에,빵 및 과자류,280,4.0,14.0,9.0,110.0,,2,3,3,0,5,13,D
피자_더블치즈 피자 리코타링 (G),빵 및 과자류,283,17.36,2.78,7.64,457.0,,3,0,3,2,5,13,D
피자_핫제육쉬림프 피자 (L),빵 및 과자류,208,11.97,5.85,3.45,497.0,,1,1,1,3,5,11,D
피자_해쉬베이컨 피자 리코타링 (R),빵 및 과자류,242,13.14,3.43,5.14,416.0,,2,0,2,2,5,11,D
피자_더블치즈 피자 석쇠 (G),빵 및 과자류,279,18.25,2.38,6.35,425.0,,2,0,2,2,5,11,D
피자_디럭스(치즈) 피자 백미스크린치즈크러스트 (R),빵 및 과자류,247,12.99,5.19,3.9,487.0,,2,1,2,3,5,13,D
피자_떡갈비 피자 (XL),빵 및 과자류,281,12.57,4.0,5.14,415.0,,2,1,2,2,5,12,D
피자_디럭스(치즈) 피자 흑미스크린 (L),빵 및 과자류,260,12.22,5.56,4.0,421.0,,2,1,2,2,5,12,D
피자_디럭스(치즈) 피자 팬 (R),빵 및 과자류,269,11.54,3.85,3.97,418.0,,2,1,2,2,5,12,D
피자_디럭스(치즈) 피자 팬 (L),빵 및 과자류,267,12.24,3.06,3.98,415.0,,2,0,2,2,5,11,D
피자_허니갈릭텐더 피자 (L),빵 및 과자류,249,10.95,5.38,3.45,401.0,,2,1,1,2,5,11,D
피자_디럭스(치즈) 피자 치즈크러스트 (L),빵 및 과자류,257,11.93,3.67,3.76,429.0,,2,0,2,2,5,11,D
피자_디럭스(치즈) 피자 체다크림크러스트 (R),빵 및 과자류,264,11.36,5.68,3.75,469.0,,2,1,2,3,5,13,D
피자_디럭스(치즈) 피자 체다크림크러스트 (L),빵 및 과자류,263,11.82,5.45,3.82,469.0,,2,1,2,3,5,13,D
런천미트구이,구이류,302,21.6,1.3,5.57,1091.0,0.0,3,0,2,3,3,11,D
피자_디럭스(치즈) 피자 씬 (R),빵 및 과자류,220,13.64,4.55,3.64,527.0,,1,1,1,3,5,11,D
피자_허니갈릭쉬림프 피자 (M),빵 및 과자류,242,10.91,5.3,3.76,437.0,,2,1,2,2,5,12,D
피자_떡갈비 피자 (XL),빵 및 과자류,245,21.83,5.04,4.73,397.0,,2,1,2,2,5,12,D
피자_떡갈비 피자 (L),빵 및 과자류,296,6.46,4.31,1.02,422.0,,3,1,0,2,5,11,D
피자_디럭스(치즈) 피자 백미스크린치즈크러스트 (L),빵 및 과자류,255,11.88,5.94,3.66,490.0,,2,1,1,3,5,12,D
피자_땡초참치마요 피자 (L),빵 및 과자류,254,11.2,6.53,3.46,393.0,,2,1,1,2,5,11,D
피자_딥치즈포테이토 피자 (L),빵 및 과자류,245,14.2,5.24,5.19,461.0,,2,1,2,3,5,13,D
피자_딥치즈더블바베큐 피자 (L),빵 및 과자류,246,16.96,5.84,4.62,450.0,,2,1,2,2,5,12,D
피자_딥치즈고구마 피자 (L),빵 및 과자류,267,14.89,7.0,7.0,397.0,,2,1,2,2,5,12,D
피자_디아블로 (L),빵 및 과자류,251,14.03,5.76,6.12,625.0,,2,1,2,3,5,13,D
피자_더블치즈 피자 골드스윗 (R),빵 및 과자류,281,16.35,3.77,7.55,406.0,,2,1,3,2,5,13,D
피자_더블치즈 피자 리코타링 (L),빵 및 과자류,282,18.1,2.86,7.62,453.0,,3,0,3,2,5,13,D
피자_허니 고르곤졸라 스퀘어 피자,빵 및 과자류,254,12.0,2.0,2.2,516.0,,2,0,1,3,5,11,D
피자_대만감자 피자 (L),빵 및 과자류,235,9.68,3.23,3.87,334.0,,2,0,2,2,5,11,D
피자_더블치즈 피자 (L),빵 및 과자류,274,18.34,3.59,6.52,459.0,,2,0,2,3,5,12,D
피자_더블치즈 피자 골드스윗 (G),빵 및 과자류,281,16.88,3.75,7.5,409.0,,2,1,2,2,5,12,D
피자_햄벅한새우 피자 치즈캡 (L),빵 및 과자류,223,11.74,3.73,4.2,477.0,,1,1,2,3,5,12,D
피자_핫멕시칸 피자 백미스크린치즈크러스트 (L),빵 및 과자류,221,13.08,5.38,2.85,475.0,,1,1,1,3,5,11,D
피자_핫바베큐 피자,빵 및 과자류,268,14.29,5.97,3.43,487.0,,2,1,1,3,5,12,D
피자_달콤고구마 피자,빵 및 과자류,236,7.72,8.58,1.91,235.0,,2,2,1,1,5,11,D
소고기 완자전,전·적 및 부침류,318,14.1,0.19,7.21,480.0,1.4,3,0,2,3,3,11,D
피자_핫멕시칸 피자 체다크림크러스트 (L),빵 및 과자류,228,12.95,5.04,2.95,460.0,,1,1,1,3,5,11,D
피자_더블체다치즈버거 피자 (P),빵 및 과자류,273,11.69,3.9,4.55,542.0,,2,1,2,3,5,13,D
피자_더블체다치즈버거 피자 (L),빵 및 과자류,273,11.5,3.54,4.42,540.0,,2,0,2,3,5,12,D
피자_더블체다치즈버거 피자 (F),빵 및 과자류,272,11.84,3.95,4.61,540.0,,2,1,2,3,5,13,D
피자_더블스테이크 피자 (R),빵 및 과자류,259,16.67,3.91,5.43,528.0,,2,1,2,3,5,13,D
피자_더블스테이크 피자 (L),빵 및 과자류,257,16.41,3.83,5.39,525.0,,2,1,2,3,5,13,D
피자_더블불고기 피자 오리지널 (M),빵 및 과자류,257,12.5,5.68,3.41,493.0,,2,1,1,3,5,12,D
피자_핫멕시칸 피자 백미스크린치즈크러스트 (R),빵 및 과자류,213,12.5,5.21,2.81,470.0,,1,1,1,3,5,11,D
피자_핫치킨포테이토 피자 (L),빵 및 과자류,230,14.0,4.0,2.0,471.0,,1,1,1,3,5,11,D
피자_더블치즈 피자 골드스윗 (L),빵 및 과자류,281,17.24,3.45,7.76,410.0,,2,0,3,2,5,12,D
피자_더블바베큐피자 (L),빵 및 과자류,246,13.16,6.03,5.75,391.0,,2,1,2,2,5,12,D
피자_더블바베큐 피자 (L),빵 및 과자류,237,11.28,5.13,3.08,658.0,,2,1,1,3,5,12,D
피자_더블바베큐 피자 (L),빵 및 과자류,237,12.69,6.41,1.53,333.0,,2,1,1,2,5,11,D
피자_더블바베큐 피자 (L),빵 및 과자류,237,16.83,6.45,3.0,419.0,,2,1,1,2,5,11,D
피자_더블갈릭바베큐 피자,빵 및 과자류,271,12.12,7.27,3.64,387.0,,2,1,1,2,5,11,D
피자_핫제육쉬림프 피자 (M),빵 및 과자류,209,13.65,5.3,3.3,465.0,,1,1,1,3,5,11,D
피자_허니갈릭쉬림프 피자 (L),빵 및 과자류,245,11.57,4.57,3.65,426.0,,2,1,1,2,5,11,D
피자_행복하새우 피자 (L),빵 및 과자류,241,13.01,5.16,3.74,381.0,,2,1,2,2,5,12,D
케이크_우유듬뿍생크림 케이크(선샤인) 6호,빵 및 과자류,270,4.0,15.0,8.0,80.0,,2,3,3,0,5,13,D
피자_핫치킨 피자,빵 및 과자류,244,11.8,4.49,5.06,354.0,,2,1,2,2,5,12,D
피자_디럭스치즈 피자 라이스바이트 (F),빵 및 과자류,286,16.7,2.71,4.09,192.0,,3,0,2,1,5,11,D
피자_핫치킨 피자 (L),빵 및 과자류,301,17.44,4.72,3.96,374.0,,3,1,2,2,5,13,D
피자_샘스테이크 피자 석쇠 (L),빵 및 과자류,278,14.73,6.98,4.65,225.0,,2,1,2,1,5,11,D
피자_슈퍼슈프림 피자 슈화 더블 치즈 페퍼로니 엣지 (L),빵 및 과자류,264,12.45,2.81,4.92,422.0,,2,0,2,2,5,11,D
크림빵_메론크림빵,빵 및 과자류,322,5.77,16.35,3.65,240.0,,3,3,1,1,5,13,D
케이크_우유듬뿍생크림 케이크(선샤인) 2호,빵 및 과자류,260,4.0,15.0,8.0,80.0,,2,3,3,0,5,13,D
케이크_촉촉한미니치즈 케이크,빵 및 과자류,360,7.5,30.0,5.5,163.0,,3,3,2,0,5,13,D
피자_포테이토 피자 (L),빵 및 과자류,261,12.58,3.04,3.76,447.0,,2,0,2,2,5,11,D
케이크_마이넘버원,빵 및 과자류,280,4.0,12.0,7.0,105.0,,2,2,2,0,5,11,D
크림빵_아이스허니와앙슈,빵 및 과자류,267,5.33,13.33,6.0,147.0,,2,3,2,0,5,12,D
크림빵_아몬드슈,빵 및 과자류,277,6.67,13.33,6.67,100.0,,2,3,2,0,5,12,D
고추장볶음,볶음류,235,8.96,19.22,1.38,1562.0,3.7,2,3,0,3,3,11,D
크림빵_아이스슈,빵 및 과자류,283,3.33,16.67,2.22,139.0,,3,3,1,0,5,12,D
크림빵_바닐라 우유 크림슈,빵 및 과자류,326,4.35,8.7,18.26,87.0,,3,2,3,0,5,13,D
케이크_칸탈로프 케이크 (홀),빵 및 과자류,291,3.04,13.07,5.93,45.0,,3,3,2,0,5,13,D
크림빵_단호박 미니 붕어빵,빵 및 과자류,275,4.8,16.8,4.8,265.0,,2,3,2,1,5,13,D
크림빵_단팥크림빵,빵 및 과자류,289,7.27,19.09,1.82,177.0,,3,3,1,0,5,12,D
크림빵_단팥생크림빵,빵 및 과자류,297,4.88,15.45,2.28,163.0,,3,3,1,0,5,12,D
크림빵_크림 치즈 크로칸 슈,빵 및 과자류,449,8.0,11.0,20.0,170.0,,3,2,3,0,5,13,D
크림빵_쿠키슈 커스터드크림,빵 및 과자류,377,4.29,24.29,5.71,173.0,,3,3,2,0,5,13,D
크림빵_치즈크림빵,빵 및 과자류,349,8.89,8.89,2.22,399.0,,3,2,1,2,5,13,D
크림빵_초코 미니 붕어빵,빵 및 과자류,328,4.8,20.0,0.8,230.0,,3,3,0,1,5,12,D
크림빵_자색고구마 미니 붕어빵,빵 및 과자류,294,4.8,16.8,4.8,172.0,,3,3,2,0,5,13,D
피자_핫치킨 피자 (XL),빵 및 과자류,268,18.89,3.26,5.7,339.0,,2,0,2,2,5,11,D
참치구이,구이류,316,33.5,0.0,5.4,1130.0,0.0,3,0,2,3,3,11,D
피자_햄벅한새우 피자 크림치즈 (R),빵 및 과자류,260,11.21,6.03,6.03,449.0,,2,1,2,2,5,12,D
피자_해쉬베이컨 피자 골드스윗 (L),빵 및 과자류,243,12.86,3.57,5.0,377.0,,2,0,2,2,5,11,D
피자_햄벅한새우 피자 크림치즈 (L),빵 및 과자류,224,9.82,5.03,4.61,424.0,,1,1,2,2,5,11,D
피자_햄벅한새우 피자 치즈캡 (R),빵 및 과자류,261,13.51,4.5,5.41,508.0,,2,1,2,3,5,13,D
피자_디럭스(치즈) 피자 흑미스크린 (R),빵 및 과자류,258,12.12,4.55,4.24,426.0,,2,1,2,2,5,12,D
피자_디럭스(치즈) 피자 흑미스크린치즈크러스트 (L),빵 및 과자류,250,11.88,4.95,3.76,435.0,,2,1,2,2,5,12,D
피자_디럭스(치즈) 피자 흑미스크린치즈크러스트 (R),빵 및 과자류,244,11.69,5.19,3.9,439.0,,2,1,2,2,5,12,D
피자_허니갈릭텐더 피자 (M),빵 및 과자류,262,11.43,5.17,3.81,385.0,,2,1,2,2,5,12,D
소갈비 구이,구이류,298,14.4,5.25,7.29,479.0,0.6,3,1,2,3,3,12,D
피자_디럭스(치즈) 피자 백미스크린 (R),빵 및 과자류,264,12.12,6.06,4.24,482.0,,2,1,2,3,5,13,D
피자_해쉬베이컨 피자 리코타링 (L),빵 및 과자류,240,13.18,3.1,4.65,409.0,,2,0,2,2,5,11,D
소등심구이,구이류,318,15.9,0.0,11.0,486.0,0.0,3,0,3,3,3,12,D
피자_디럭스(치즈) 피자 백미스크린 (L),빵 및 과자류,270,12.36,6.74,3.93,489.0,,2,1,2,3,5,13,D
피자_디럭스(치즈) 피자 밀스크린치즈크러스트 (R),빵 및 과자류,254,12.5,3.75,3.88,495.0,,2,1,2,3,5,13,D
피자_디럭스(치즈) 피자 밀스크린치즈크러스트 (L),빵 및 과자류,262,12.38,2.86,3.71,501.0,,2,0,1,3,5,11,D
피자_디럭스(치즈) 피자 밀스크린체다크림크러스트 (R),빵 및 과자류,265,11.54,5.13,3.97,545.0,,2,1,2,3,5,13,D
피자_디럭스(치즈) 피자 밀스크린체다크림크러스트 (L),빵 및 과자류,267,11.32,5.66,3.77,542.0,,2,1,2,3,5,13,D
피자_디럭스(치즈) 피자 밀스크린고구마크러스트 (R),빵 및 과자류,260,10.26,5.13,3.85,446.0,,2,1,2,2,5,12,D
피자_디럭스(치즈) 피자 밀스크린고구마크러스트 (L),빵 및 과자류,266,10.48,4.76,3.52,455.0,,2,1,1,2,5,11,D
피자_디럭스(치즈) 피자 밀스크린 (R),빵 및 과자류,272,11.76,2.94,4.26,497.0,,2,0,2,3,5,12,D
피자_디럭스(치즈) 피자 밀스크린 (L),빵 및 과자류,275,11.83,3.23,3.87,500.0,,2,0,2,3,5,12,D
피자_디럭스(치즈) 피자 고구마크러스트 (R),빵 및 과자류,259,10.23,4.55,3.64,382.0,,2,1,1,2,5,11,D
피자_디럭스(치즈) 피자 고구마크러스트 (L),빵 및 과자류,261,11.01,4.59,3.58,385.0,,2,1,1,2,5,11,D
피자_듬뿍체다페파로니 피자 (L),빵 및 과자류,253,12.5,3.85,2.88,442.0,,2,1,1,2,5,11,D
피자_해쉬베이컨 피자 골드스윗 (R),빵 및 과자류,243,12.57,3.66,5.24,375.0,,2,0,2,2,5,11,D
케이크_초코바닐라 마블쉬폰,빵 및 과자류,315,4.0,16.0,6.0,140.0,,3,3,2,0,5,13,D
케이크_스트로베리 굿굿 생크림,빵 및 과자류,281,3.75,13.75,4.88,88.0,,2,3,2,0,5,12,D
파이/만주_만주,빵 및 과자류,318,7.33,32.07,1.3,169.0,4.9,3,3,0,0,5,11,D
페이스트리_비벼먹는 페스츄리 딸기,빵 및 과자류,261,4.71,10.87,6.27,156.0,,2,2,2,0,5,11,D
피자_퐁듀불금 피자 (L),빵 및 과자류,263,13.95,5.43,3.88,357.0,,2,1,2,2,5,12,D
파이/만주_파이만주,빵 및 과자류,351,6.6,25.9,6.0,149.0,,3,3,2,0,5,13,D
뱅어포튀김,튀김류,732,41.2,0.0,7.47,414.0,1.2,3,0,2,2,4,11,D
케이크_순우유딸기무스 케이크,빵 및 과자류,254,3.88,20.69,6.9,106.0,,2,3,2,0,5,12,D
피자_페페로니 피자 석쇠 (L),빵 및 과자류,292,16.09,2.3,6.32,443.0,,3,0,2,2,5,12,D
파이/만주_클래식애플파이,빵 및 과자류,313,4.0,6.67,10.67,280.0,,3,1,3,1,5,13,D
피자_푸팟퐁커리 피자 마니아 에어도우 (L),빵 및 과자류,259,9.91,4.32,3.42,546.0,,2,1,1,3,5,12,D
피자_푸팟퐁커리 피자 (L),빵 및 과자류,280,9.4,3.62,3.88,547.0,,2,0,2,3,5,12,D
파이/만주_생크림 가득 파이,빵 및 과자류,358,5.4,2.6,13.8,156.0,,3,0,3,0,5,11,D
팥빵_호두가오독오독씹히는단팥빵,빵 및 과자류,407,10.28,26.17,3.55,280.0,,3,3,1,1,5,13,D
식빵_인생 식빵,빵 및 과자류,269,9.4,8.8,1.6,363.0,,2,2,1,2,5,12,D
소시지튀김,튀김류,280,12.3,1.23,4.34,880.0,0.8,2,0,2,3,4,11,D
팥빵_쫀득한 단팥빵,빵 및 과자류,294,6.9,13.1,4.83,181.0,,3,3,2,0,5,13,D
케이크_생크림 케이크 3호A,빵 및 과자류,279,4.32,18.81,9.25,92.0,,2,3,3,0,5,13,D
팥빵_우리쌀앙버터브레드 (H),빵 및 과자류,252,3.45,9.66,8.28,127.0,,2,2,3,0,5,12,D
팥빵_완전소중한단팥빵,빵 및 과자류,307,7.41,26.67,1.7,238.0,,3,3,1,1,5,13,D
피자_퐁듀눈꽃치즈 피자 (L),빵 및 과자류,248,8.75,6.88,4.38,233.0,,2,1,2,1,5,11,D
팥빵_미강빵,빵 및 과자류,307,6.67,30.0,6.67,157.0,,3,3,2,0,5,13,D
케이크_티라미수크레이프 케이크,빵 및 과자류,304,7.8,13.7,5.5,89.0,,3,3,2,0,5,13,D
케이크_순매직딸기 케이크,빵 및 과자류,251,2.35,13.8,11.55,47.0,,2,3,3,0,5,13,D
토스트_누텔라 바나나 토스트,빵 및 과자류,208,3.42,12.33,2.05,258.0,,1,3,1,1,5,11,D
케이크_수플레치즈 케이크,빵 및 과자류,274,5.88,23.53,8.24,136.0,,2,3,3,0,5,13,D
케이크_수플레 치즈 케이크,빵 및 과자류,290,7.06,22.0,2.94,172.0,,3,3,1,0,5,12,D
페이스트리_소시지 양파 페이스트리,빵 및 과자류,316,10.5,2.5,7.0,474.0,,3,0,2,3,5,13,D
식빵_소화가 잘되는 식빵,빵 및 과자류,311,9.1,5.9,5.6,325.0,,3,1,2,1,5,12,D
파이/만주_블루베리 에그디쉬,빵 및 과자류,264,5.54,14.9,0.79,215.0,,2,3,0,1,5,11,D
케이크_트리플베리생크림 케이크,빵 및 과자류,229,3.07,20.19,7.75,32.0,,1,3,3,0,5,12,D
식빵_롤치즈식빵,빵 및 과자류,285,9.0,2.0,4.1,470.0,,3,0,2,3,5,13,D
식빵_뜯어먹는크랜베리식빵,빵 및 과자류,275,6.0,16.0,2.9,340.0,,2,3,1,2,5,13,D
프레즐_아몬드 프레즐,빵 및 과자류,339,6.42,15.6,4.59,174.0,,3,3,2,0,5,13,D
프레즐_오리지날 프레즐,빵 및 과자류,315,7.48,9.35,2.8,262.0,,3,2,1,1,5,12,D
프레즐_오리지널 프레즐,빵 및 과자류,268,11.11,4.27,0.85,906.0,,2,1,0,3,5,11,D
프레즐_오리지널스틱,빵 및 과자류,342,7.58,9.09,6.06,258.0,,3,2,2,1,5,13,D
식빵_소보루듬뿍데니쉬식빵,빵 및 과자류,310,7.0,4.0,4.1,400.0,,3,1,2,2,5,13,D
프레즐_파마산허브 프레즐,빵 및 과자류,312,7.34,8.26,3.67,383.0,,3,2,1,2,5,13,D
프레즐_크림치즈 프레즐,빵 및 과자류,253,8.08,5.05,4.04,333.0,,2,1,2,2,5,12,D
프레즐_크림치즈스틱,빵 및 과자류,301,7.01,10.83,5.1,258.0,,3,2,2,1,5,13,D
피자_하와이안스페셜 피자 치즈캡 (L),빵 및 과자류,253,13.91,5.24,3.55,441.0,,2,1,1,2,5,11,D
프레즐_아몬드스틱,빵 및 과자류,340,7.28,14.57,5.3,166.0,,3,3,2,0,5,13,D
식빵_뜯어먹는크랜베리식빵 (H),빵 및 과자류,275,6.0,16.0,2.9,340.0,,2,3,1,2,5,13,D
식빵_오늘도 소식,빵 및 과자류,298,11.8,6.3,4.9,435.0,,3,1,2,2,5,13,D
케이크_트리플 초코 라운드 케이크,빵 및 과자류,277,5.24,14.14,10.1,86.0,,2,3,3,0,5,13,D
피자_하와이안스페셜 피자 오리진 (R),빵 및 과자류,242,14.38,5.88,3.27,398.0,,2,1,1,2,5,11,D
케이크_트리플베리생크림 케이크 (조각),빵 및 과자류,238,3.17,21.43,7.94,36.0,,2,3,3,0,5,13,D
피자_하와이안스페셜 피자 오리진 (L),빵 및 과자류,251,12.69,5.92,2.61,410.0,,2,1,1,2,5,11,D
식빵_압구정 식빵,빵 및 과자류,307,6.1,9.2,6.7,276.0,,3,2,2,1,5,13,D
프레즐_콘 프레즐,빵 및 과자류,242,12.98,2.4,4.33,372.0,,2,0,2,2,5,11,D
식빵_순수한맛순우유 식빵,빵 및 과자류,283,9.02,8.05,3.41,385.0,,3,2,1,2,5,13,D
피자_하와이안쉬림프 피자바이트 (L),빵 및 과자류,223,11.76,6.92,3.48,554.0,,1,1,1,3,5,11,D
북어강정,튀김류,320,13.9,5.0,2.45,1753.0,2.0,3,1,1,3,4,12,D
케이크_화이트 생크림 케이크 (홀),빵 및 과자류,260,2.95,11.97,8.0,75.0,,2,2,3,0,5,12,D
파이/만주_베이컨 치즈 팟파이,빵 및 과자류,269,9.38,3.13,8.13,488.0,,2,0,3,3,5,13,D
케이크_치즈스틱 케이크,빵 및 과자류,236,4.44,15.56,5.11,111.0,,2,3,2,0,5,12,D
피자_하나둘셋치즈 피자 (L),빵 및 과자류,323,21.0,4.0,4.0,430.0,,3,1,2,2,5,13,D
식빵_통밀 씨드 식빵,빵 및 과자류,336,12.1,3.8,2.6,330.0,,3,1,1,1,5,11,D
팥빵_호두단팥빵,빵 및 과자류,261,6.96,16.52,2.35,174.0,,2,3,1,0,5,11,D
식빵_카야넛 쌀식빵,빵 및 과자류,333,10.2,8.4,3.0,302.0,,3,2,1,1,5,12,D
피자_페페로니 피자 석쇠 (R),빵 및 과자류,292,15.79,1.75,6.14,442.0,,3,0,2,2,5,12,D
식빵_착한빵식 통밀빵,빵 및 과자류,292,8.57,11.84,3.27,380.0,,3,2,1,2,5,13,D
앙금빵_완두앙금빵,빵 및 과자류,255,7.0,19.0,2.7,240.0,,2,3,1,1,5,12,D
팥빵_추억의 팥절미빵,빵 및 과자류,273,9.09,13.13,7.07,162.0,,2,3,2,0,5,12,D
페이스트리_갈릭페스트리,빵 및 과자류,351,8.0,3.0,8.0,401.0,,3,0,3,2,5,13,D
피자_페페로니 피자 치즈크러스트 (L),빵 및 과자류,280,14.0,2.34,5.85,600.0,,2,0,2,3,5,12,D
케이크_생크림 케이크 5호A,빵 및 과자류,251,3.78,16.82,8.57,88.0,,2,3,3,0,5,13,D
팥빵_단팥빵,빵 및 과자류,274,7.8,13.8,2.6,131.0,,2,3,1,0,5,11,D
케이크_생크림 케이크 5호B,빵 및 과자류,261,3.93,17.04,9.06,93.0,,2,3,3,0,5,13,D
앙금빵_완전소중한완두 앙금빵,빵 및 과자류,281,7.19,27.34,2.01,270.0,,2,3,1,1,5,12,D
팥빵_단팥빵,빵 및 과자류,314,9.3,19.77,2.91,267.0,,3,3,1,1,5,13,D
케이크_파티팩블루베리요거트생크림 케이크,빵 및 과자류,265,3.6,17.73,10.44,65.0,,2,3,3,0,5,13,D
케이크_파티팩고구마밀크생크림 케이크,빵 및 과자류,246,4.52,26.08,2.3,54.0,,2,3,1,0,5,11,D
케이크_파베쇼콜라 케이크,빵 및 과자류,259,5.45,16.36,7.82,111.0,,2,3,3,0,5,13,D
팥빵_단팥빵,빵 및 과자류,308,10.53,18.42,2.63,211.0,,3,3,1,1,5,13,D
파이/만주_쌀콩만주,빵 및 과자류,328,8.5,29.1,2.4,172.0,,3,3,1,0,5,12,D
페이스트리_라즈베리 퐁당 마마츄리,빵 및 과자류,269,4.13,13.91,5.48,90.0,,2,3,2,0,5,12,D
페이스트리_딸기탑 마마츄리,빵 및 과자류,241,3.91,16.53,3.99,71.0,,2,3,2,0,5,12,D
페이스트리_낙엽페스트리,빵 및 과자류,348,8.33,5.56,7.41,435.0,,3,1,2,2,5,13,D
케이크_카라멜크레이프 케이크,빵 및 과자류,277,6.7,15.4,13.3,59.0,,2,3,3,0,5,13,D
